name,m_source_file,m_ep_file,m_lep_file,m_ep_time,m_lep_time,m_div_mat_time,m_globals_time,m_locals_time,m_total_time,m_np_eig_time,g_avg_node_degree,g_order,g_size,g_directed,g_density,g_connected_components,ep_percent_nt_vertices,ep_percent_nt_elements,ep_num_elements,ep_size_max,ep_size_min,ep_size_avg,ep_size_variance,ep_size_std_dev,ep_size_median,ep_size_mode,ep_size_range,ep_size_iqr,ep_size_skewness,ep_size_kurtosis,lep_percent_vnt_leps,lep_percent_ent_leps,lep_percent_ent_vertices,lep_num_leps,lep_size_max,lep_size_min,lep_size_avg,lep_size_variance,lep_size_std_dev,lep_size_median,lep_size_mode,lep_size_range,lep_size_iqr,lep_size_skewness,lep_size_kurtosis
email-univ.clean,/home/pseely/research/datasets/undirected/email/email-univ/email-univ.clean.txt,ep_data.pkl,lep_data.pkl,0.0147635936737061,0.00382494926452637,0.00436711311340332,1.81647801399231,0.00284194946289063,1.84053516387939,1.98382449150085,9.62224183583407,1133,5451,False,0.00850021363589582,1,0.0423654015887026,0.0189873417721519,1106,3,1,1.0244122965642,0.0346662459247439,0.186188737373515,1,1,2,0,8.42961147887981,75.9885600418455,0.0189873417721519,0,0,1106,1,1,1,0,0,1,1,0,0,nan,nan
inf-euroroad.clean,/home/pseely/research/datasets/undirected/infrastructure/inf-euroroad/inf-euroroad.clean.txt,ep_data.pkl,lep_data.pkl,0.00929903984069824,0.00227475166320801,0.00198793411254883,2.17929124832153,0.00230026245117188,2.19492387771606,2.45271468162537,2.41396933560477,1174,1417,False,0.00205794487263834,26,0.0783645655877343,0.024346257889991,1109,24,1,1.05861136158702,0.567349198824927,0.753225861760553,1,1,23,0,26.2113464504622,777.063429305239,0.0136736554238833,0.00638103919781222,0.0442930153321976,1097,5,1,1.01093892433911,0.0254044967255522,0.159387881363522,1,1,4,0,18.7044476282623,404.271452116203
inf-power.clean,/home/pseely/research/datasets/undirected/infrastructure/inf-power/inf-power.clean.txt,ep_data.pkl,lep_data.pkl,0.101734399795532,0.0100209712982178,0.0219213962554932,146.141231298447,0.0371925830841064,146.294153690338,195.069466352463,2.66909532483303,4941,6594,False,0.000540302697334621,1,0.166565472576402,0.0779220779220779,4466,9,1,1.1063591580833,0.186851634552269,0.432263385625326,1,1,8,0,6.21921398446321,58.3721450533999,0.0683257918552036,0.0079185520361991,0.0378465897591581,4420,6,1,1.010407239819,0.0184437255584448,0.13580767856953,1,1,5,0,19.6410062320812,532.327469731455
inf-USAir97.clean,/home/pseely/research/datasets/undirected/infrastructure/inf-USAir97/inf-USAir97.clean.csv,ep_data.pkl,lep_data.pkl,0.00379562377929688,0.0012662410736084,0.00113201141357422,0.0380539894104004,0.00374031066894531,0.0483424663543701,0.054703950881958,12.8072289156627,332,2126,False,0.0386925344884068,1,0.262048192771084,0.11231884057971,276,12,1,1.20289855072464,0.734194496954421,0.856851502277041,1,1,11,0,8.47979336338544,93.5517274074166,0.109090909090909,0.00363636363636364,0.0120481927710843,275,2,1,1.00363636363636,0.00362314049586777,0.0601925285718067,1,1,1,0,16.4925331479138,270.003649635036
ia-crime-moreno.clean,/home/pseely/research/datasets/undirected/interaction/ia-crime-moreno/ia-crime-moreno.clean.txt,ep_data.pkl,lep_data.pkl,0.00635671615600586,0.00177717208862305,0.00173592567443848,0.691438436508179,0.00539326667785645,0.706492185592651,0.791119575500488,3.55850422195416,829,1475,False,0.00429771041298812,1,0.131483715319662,0.0563564875491481,763,6,1,1.08650065530799,0.173382643184367,0.416392414897735,1,1,5,0,6.44779371753867,50.7615469370113,0.0563564875491481,0,0,763,1,1,1,0,0,1,1,0,0,nan,nan
ia-reality.clean,/home/pseely/research/datasets/undirected/interaction/ia-reality/ia-reality.clean.txt,ep_data.pkl,lep_data.pkl,0.0569264888763428,0.00862312316894531,0.00289225578308105,0.178066253662109,0.0217700004577637,0.234534978866577,833.352852106094,2.25583786165369,6809,7680,False,0.000331351037258181,1,0.946394477896901,0.277227722772277,505,233,1,13.4831683168317,1169.46951867464,34.1975074921352,1,1,232,1,3.38956404290179,12.4136583114718,0.277227722772277,0,0,505,1,1,1,0,0,1,1,0,0,nan,nan
power-494-bus.clean,/home/pseely/research/datasets/undirected/power/power-494-bus/power-494-bus.clean.csv,ep_data.pkl,lep_data.pkl,0.00416040420532227,0.00114870071411133,0.000895977020263672,0.170163631439209,0.00441718101501465,0.180343151092529,0.196132898330688,4.37246963562753,494,1080,False,0.00886910676597876,1,0.186234817813765,0.0904977375565611,442,5,1,1.11764705882353,0.176204418418951,0.419767100210285,1,1,4,0,4.58186492770102,26.363167550497,0.080091533180778,0.0091533180778032,0.0404858299595142,437,3,1,1.01144164759725,0.0158873953364159,0.126045211477532,1,1,2,0,12.2968403198603,164.73853718503
power-662-bus.clean,/home/pseely/research/datasets/undirected/power/power-662-bus/power-662-bus.clean.csv,ep_data.pkl,lep_data.pkl,0.00539994239807129,0.00147342681884766,0.00141549110412598,0.467191696166992,0.00204014778137207,0.477252960205078,0.47791314125061,4.73716012084592,662,1568,False,0.00716665676376085,1,0.054380664652568,0.0279503105590062,644,2,1,1.02795031055901,0.0271690906986613,0.16483049080392,1,1,1,0,5.72769864530144,30.806531771388,0.021875,0.003125,0.0181268882175227,640,3,1,1.00625,0.0124609375,0.111628569371823,1,1,2,0,17.8045818483962,315.003134796238
power-685-bus.clean,/home/pseely/research/datasets/undirected/power/power-685-bus/power-685-bus.clean.csv,ep_data.pkl,lep_data.pkl,0.00614809989929199,0.00166654586791992,0.00168609619140625,0.570350646972656,0.00177884101867676,0.581316232681274,0.582944869995117,5.74306569343066,685,1967,False,0.00839629487343663,1,0.035036496350365,0.0178306092124814,673,2,1,1.01783060921248,0.0175126785875932,0.132335477433654,1,1,1,0,7.28707675580423,51.1014876449823,0.0178306092124814,0,0,673,1,1,1,0,0,1,1,0,0,nan,nan
power-1138-bus.clean,/home/pseely/research/datasets/undirected/power/power-1138-bus/power-1138-bus.clean.csv,ep_data.pkl,lep_data.pkl,0.011709451675415,0.00270438194274902,0.00234389305114746,1.57483220100403,0.00984072685241699,1.59906792640686,2.11789917945862,4.56239015817223,1138,2596,False,0.00401265625169062,1,0.187170474516696,0.0913555992141454,1018,7,1,1.11787819253438,0.202214751371193,0.449682945386183,1,1,6,0,6.13092238207599,53.3828742271366,0.0796019900497512,0.0109452736318408,0.0456942003514939,1005,3,1,1.01293532338308,0.0167481002945472,0.129414451644888,1,1,2,0,11.1760702817136,137.912588950921
power-bcspwr09.clean,/home/pseely/research/datasets/undirected/power/power-bcspwr09/power-bcspwr09.clean.txt,ep_data.pkl,lep_data.pkl,0.0174934864044189,0.00384688377380371,0.00396609306335449,6.0492639541626,0.0130643844604492,6.08666443824768,7.64447474479675,4.77887405687754,1723,4117,False,0.00277518818634003,1,0.158444573418456,0.0752551020408163,1568,6,1,1.09885204081633,0.160508886271345,0.400635602850452,1,1,5,0,5.66143303051094,42.211194715456,0.067524115755627,0.00707395498392283,0.0290191526407429,1555,3,1,1.00836012861736,0.0108625841337455,0.104223721550065,1,1,2,0,13.9595483357788,215.935885482968
power-bcspwr10.clean,/home/pseely/research/datasets/undirected/power/power-bcspwr10/power-bcspwr10.clean.txt,ep_data.pkl,lep_data.pkl,0.0798304080963135,0.0138559341430664,0.0376603603363037,227.532366991043,0.0109663009643555,227.672254562378,244.430183649063,5.1211320754717,5300,13571,False,0.000966433680972202,1,0.0383018867924528,0.0188642925890279,5195,4,1,1.02021174205967,0.0232680976099585,0.152538839676846,1,1,3,0,8.87421281882592,99.9206056763363,0.0158331724271095,0.00251013709210272,0.0113207547169811,5179,3,1,1.00308939949797,0.00423837992045423,0.0651028411089272,1,1,2,0,23.6496528581605,615.91966252584
power-eris1176.clean,/home/pseely/research/datasets/undirected/power/power-eris1176/power-eris1176.clean.txt,ep_data.pkl,lep_data.pkl,0.009735107421875,0.0047605037689209,0.00150156021118164,0.106595516204834,0.024169921875,0.145890951156616,2.47093749046326,16.7755102040816,1176,9864,False,0.0142770299609205,2,0.846938775510204,0.559902200488998,409,47,1,2.87530562347188,16.774182363807,4.09562966634033,2,1,46,2,5.74028582842615,45.5984817012136,0.328358208955224,0.100746268656716,0.573979591836735,268,25,1,1.52611940298507,7.4806610603698,2.73507971737019,1,1,24,0,7.25646947770576,56.0120229062379
power-US-Grid.clean,/home/pseely/research/datasets/undirected/power/power-US-Grid/power-US-Grid.clean.txt,ep_data.pkl,lep_data.pkl,0.0909030437469482,0.0100724697113037,0.0221946239471436,143.410930156708,0.0359835624694824,143.567315101624,187.500596284866,2.66909532483303,4941,6594,False,0.000540302697334621,1,0.166565472576402,0.0779220779220779,4466,9,1,1.1063591580833,0.186851634552269,0.432263385625326,1,1,8,0,6.21921398446321,58.3721450533999,0.0683257918552036,0.0079185520361991,0.0378465897591581,4420,6,1,1.010407239819,0.0184437255584448,0.13580767856953,1,1,5,0,19.6410062320812,532.327469731455
rt_barackobama.clean,/home/pseely/research/datasets/directed/retweet/rt_barackobama/rt_barackobama.clean.csv,ep_data.pkl,lep_data.pkl,0.0236961841583252,0.0113081932067871,0.000878334045410156,0.00044703483581543,0.617074012756348,0.684160470962524,2.20759034156799,1.02024711867926,9631,9826,True,0.000105944664452675,1,0.991070501505555,0.445161290322581,155,6011,1,62.1354838709677,255378.826805411,505.350202142446,1,1,6010,3,10.8532473970844,122.103597436277,0.295081967213115,0.0573770491803279,0.958467448863047,122,26,1,1.27049180327869,5.16453910239184,2.27256223289745,1,1,25,0,10.5758000261105,111.949148118199
rt_dash.clean,/home/pseely/research/datasets/directed/retweet/rt_dash/rt_dash.clean.csv,ep_data.pkl,lep_data.pkl,0.0231225490570068,0.0102496147155762,0.00119781494140625,0.00205755233764648,0.427255392074585,0.459853172302246,0.811043977737427,1.18559160305344,6288,7455,True,0.000188578273111728,1,0.941952926208652,0.324074074074074,540,1581,1,11.6444444444444,7442.65135802469,86.2708024654036,1,1,1580,1,13.6739960226044,217.964736723514,0.164759725400458,0.0137299771167048,0.857029262086514,437,99,1,1.23569794050343,21.9330048332452,4.68326860571174,1,1,98,0,20.8166427350338,431.553773535484
rt_gmanews.clean,/home/pseely/research/datasets/directed/retweet/rt_gmanews/rt_gmanews.clean.csv,ep_data.pkl,lep_data.pkl,0.0200979709625244,0.00989484786987305,0.000760555267333984,0.000455856323242188,0.592179775238037,0.621863842010498,1.72499895095825,1.05481906126836,8373,8832,True,0.000125993676692351,1,0.991998089095904,0.436974789915966,119,5950,1,70.3613445378151,315157.995480545,561.389343932128,1,1,5949,2.5,9.82898056072415,98.5979793907626,0.323232323232323,0.0202020202020202,0.975397109757554,99,20,1,1.2020202020202,3.61575349454137,1.90151347471991,1,1,19,0,9.75845473865152,93.4747945841294
rt_http.clean,/home/pseely/research/datasets/directed/retweet/rt_http/rt_http.clean.csv,ep_data.pkl,lep_data.pkl,0.021869421005249,0.0128545761108398,0.000504732131958008,0.000211477279663086,1.49715137481689,1.53245544433594,1.69791889190674,1.15711562184591,8917,10318,True,0.000129779679435387,1,0.990355500728945,0.422818791946309,149,6153,1,59.8456375838926,258415.794964191,508.346136962002,1,1,6152,2,11.5795237451611,135.554174431659,0.122448979591837,0.0102040816326531,0.985308960412695,98,52,1,1.52040816326531,26.2699916701374,5.12542599889389,1,1,51,0,9.74732318528276,93.0103092783507
rt_justinbieber.clean,/home/pseely/research/datasets/directed/retweet/rt_justinbieber/rt_justinbieber.clean.csv,ep_data.pkl,lep_data.pkl,0.0219624042510986,0.0108394622802734,0.000547647476196289,0.000134468078613281,0.196875333786011,0.264694213867188,2.2026743888855,1.02232854864434,9405,9615,True,0.000108712095772473,1,0.997767145135566,0.571428571428571,49,3119,1,191.938775510204,395630.873802582,628.991950506986,2,1,3118,10,3.75882394828,13.3600328651896,0.4,0.142857142857143,0.982243487506645,35,11,1,1.4,2.81142857142857,1.67673151441385,1,1,10,0,5.35594859861475,27.7063751735079
rt_ksa.clean,/home/pseely/research/datasets/directed/retweet/rt_ksa/rt_ksa.clean.csv,ep_data.pkl,lep_data.pkl,0.0231389999389648,0.00936746597290039,0.000535964965820313,0.000302791595458984,0.185178279876709,0.216909885406494,1.07284045219421,1.11270884689126,7302,8125,True,0.000152404992040989,1,0.986989865790194,0.497354497354497,189,1678,1,38.6349206349206,34424.4222726127,185.53819626323,1,1,1677,3,6.58188421434052,46.1554742491451,0.296296296296296,0.0666666666666667,0.954533004656259,135,47,1,1.4,15.5733333333333,3.946306289853,1,1,46,0,11.4277141614501,129.057439247514
rt_libya.clean,/home/pseely/research/datasets/directed/retweet/rt_libya/rt_libya.clean.csv,ep_data.pkl,lep_data.pkl,0.0508062839508057,0.00699520111083984,0.000810861587524414,0.00149178504943848,0.209605693817139,0.233745813369751,0.499376773834229,1.09532267613973,5067,5550,True,0.000216210555890195,1,0.945332543911585,0.3075,400,1264,1,12.6675,6648.68194375,81.5394502296281,1,1,1263,1,11.4083815275144,150.996683128122,0.16566265060241,0.0150602409638554,0.858496151568976,332,64,1,1.20481927710843,11.9339526781826,3.45455535173235,1,1,63,0,18.091403400388,325.850791742605
rt_lolgop.clean,/home/pseely/research/datasets/directed/retweet/rt_lolgop/rt_lolgop.clean.csv,ep_data.pkl,lep_data.pkl,0.0254993438720703,0.0119466781616211,0.000558614730834961,0.000328302383422852,0.793232917785645,0.865112781524658,2.91345882415772,1.05724526369688,9765,10324,True,0.000108279932783375,1,0.994572452636969,0.518181818181818,110,7894,1,88.7727272727273,566341.448347108,752.556608068196,2,1,7893,4.75,10.1516193014087,102.205492816042,0.345679012345679,0.0493827160493827,0.977470558115719,81,27,1,1.35802469135802,8.25453436976071,2.87307054729965,1,1,26,0,8.77525931938452,75.33169319647
rt_mittromney.clean,/home/pseely/research/datasets/directed/retweet/rt_mittromney/rt_mittromney.clean.csv,ep_data.pkl,lep_data.pkl,0.0598921775817871,0.0101549625396729,0.0016789436340332,0.00449109077453613,0.673835039138794,0.711372137069702,1.6119441986084,1.07812891898671,7974,8597,True,0.00013522249077972,1,0.951843491346877,0.34020618556701,582,2849,1,13.7010309278351,18245.0652566692,135.074295321757,1,1,2848,1,17.6487738446793,344.687049187712,0.206611570247934,0.012396694214876,0.812014045648357,484,93,1,1.20247933884298,17.4631343487466,4.17889152153375,1,1,92,0,21.9011224083968,478.098644272352
rt_oman.clean,/home/pseely/research/datasets/directed/retweet/rt_oman/rt_oman.clean.csv,ep_data.pkl,lep_data.pkl,0.0460059642791748,0.00644659996032715,0.000873804092407227,0.000558376312255859,0.314600467681885,0.339319467544556,0.451015949249268,1.27161500815661,4904,6236,True,0.000259354478514503,1,0.962479608482871,0.363321799307959,289,2207,1,16.9688581314879,20765.3796530214,144.101976575692,1,1,2206,1,13.3048659501319,189.298490628049,0.174887892376682,0.00896860986547085,0.908034257748777,223,66,1,1.29596412556054,18.8630778821211,4.34316450092799,1,1,65,0,14.8272901155893,217.899916025517
rt_onedirection.clean,/home/pseely/research/datasets/directed/retweet/rt_onedirection/rt_onedirection.clean.csv,ep_data.pkl,lep_data.pkl,0.0210089683532715,0.0111427307128906,0.000602960586547852,0.000111818313598633,0.255060195922852,0.282557964324951,1.88137435913086,1.01827970451984,7987,8133,True,0.000127508102243907,1,0.996744710154,0.509433962264151,53,4747,1,150.698113207547,463582.927732289,680.869244225563,2,1,4746,8,5.98000228546386,36.5448039630197,0.333333333333333,0.0769230769230769,0.946538124452235,39,13,1,1.35897435897436,3.61472715318869,1.9012435807094,1,1,12,0,5.88142151728645,33.0388941989025
rt_qatif.clean,/home/pseely/research/datasets/directed/retweet/rt_qatif/rt_qatif.clean.csv,ep_data.pkl,lep_data.pkl,0.0254418849945068,0.00968313217163086,0.000575780868530273,0.000373125076293945,0.179555416107178,0.214435577392578,1.17562127113342,1.13679182698686,7537,8568,True,0.000150848172370868,1,0.980761576223962,0.372294372294372,231,2565,1,32.6277056277056,43813.5756826146,209.316926412115,1,1,2564,2,9.74917171419703,103.681822782822,0.147058823529412,0.0235294117647059,0.934722037946132,170,59,1,1.35882352941176,19.6771280276817,4.43589089447449,1,1,58,0,12.905992903568,164.71006579637
rt_saudi.clean,/home/pseely/research/datasets/directed/retweet/rt_saudi/rt_saudi.clean.csv,ep_data.pkl,lep_data.pkl,0.0268352031707764,0.0162975788116455,0.000439882278442383,0.000277280807495117,0.223377227783203,0.285536289215088,0.97074031829834,1.11610590182019,7252,8094,True,0.000153924410677174,1,0.989658025372311,0.456521739130435,138,1521,1,52.5507246376812,53025.3343835329,230.272304855649,1,1,1520,4,5.45286400662857,29.3036789705183,0.299065420560748,0.0467289719626168,0.930915609487038,107,28,1,1.28971962616822,6.76652982793257,2.60125543304239,1,1,27,0,10.1176277509753,100.896158490979
rt_uae.clean,/home/pseely/research/datasets/directed/retweet/rt_uae/rt_uae.clean.csv,ep_data.pkl,lep_data.pkl,0.0489892959594727,0.00733566284179688,0.000846147537231445,0.000588655471801758,0.333991527557373,0.358659029006958,0.642042636871338,1.21836890243902,5248,6394,True,0.000232202954533834,1,0.964176829268293,0.340350877192982,285,2086,1,18.4140350877193,19291.3162942444,138.893183037341,1,1,2085,1,12.5883020474377,174.776620149803,0.186147186147186,0.0216450216450216,0.877667682926829,231,51,1,1.23376623376623,10.7851801877776,3.28407980837518,1,1,50,0,15.0642462311384,225.282413765449
socfb-Caltech36.clean,/home/pseely/research/datasets/undirected/rfacebook/socfb-Caltech36/socfb-Caltech36.clean.txt,ep_data.pkl,lep_data.pkl,0.0312225818634033,0.00743556022644043,0.00897860527038574,0.63805079460144,0.000854730606079102,0.679547786712647,0.697782516479492,43.3185955786736,769,16656,False,0.0564044213263979,4,0.0143042912873862,0.005249343832021,762,4,1,1.00918635170604,0.0196006503124117,0.140002322525063,1,1,3,0,17.4974818667188,330.554968482633,0.005249343832021,0,0,762,1,1,1,0,0,1,1,0,0,nan,nan
socfb-nips-ego.clean,/home/pseely/research/datasets/undirected/rfacebook/socfb-nips-ego/socfb-nips-ego.clean.txt,ep_data.pkl,lep_data.pkl,0.00655627250671387,0.00341320037841797,0.000772714614868164,0.000227212905883789,0.01023268699646,0.0210659503936768,339.329042434692,2.06440443213296,2888,2981,False,0.000715069079367151,1,0.994113573407202,0.514285714285714,35,756,1,82.5142857142857,34042.4783673469,184.506038837072,2,1,755,46,2.70905083293808,6.33672562977552,0.514285714285714,0,0,35,1,1,1,0,0,1,1,0,0,nan,nan
socfb-Reed98.clean,/home/pseely/research/datasets/undirected/rfacebook/socfb-Reed98/socfb-Reed98.clean.txt,ep_data.pkl,lep_data.pkl,0.0300359725952148,0.00781583786010742,0.0113625526428223,1.2588267326355,0.0010068416595459,1.31006813049316,1.23982262611389,39.1101871101871,962,18812,False,0.0406973851302675,1,0.0124740124740125,0.00523560209424084,955,4,1,1.00732984293194,0.0135588388476193,0.116442427180213,1,1,3,0,20.3709752051145,475.986486596773,0.00523560209424084,0,0,955,1,1,1,0,0,1,1,0,0,nan,nan
tech-routers-rf.clean,/home/pseely/research/datasets/undirected/technological/tech-routers-rf/tech-routers-rf.clean.txt,ep_data.pkl,lep_data.pkl,0.0195825099945068,0.0057375431060791,0.00605106353759766,7.25098967552185,0.0211420059204102,7.30361294746399,12.0055093765259,6.27733080927591,2113,6632,False,0.00297222102711928,1,0.266445811642215,0.106628242074928,1735,12,1,1.2178674351585,0.720257123636938,0.848679635455534,1,1,11,0,6.33566661624748,53.8097355206606,0.102489866821077,0.00463231036479444,0.0179839091339328,1727,2,1,1.00463231036479,0.00461085206547866,0.067903255190592,1,1,1,0,14.5903959462562,210.879653868528
tech-pgp.clean,/home/pseely/research/datasets/undirected/technological/tech-pgp/tech-pgp.clean.txt,ep_data.pkl,lep_data.pkl,0.195685386657715,0.027416467666626,0.0553028583526611,809.460088253021,0.167328357696533,809.892830610275,1918.72058224678,4.55355805243446,10680,24316,False,0.000426403038902,1,0.392883895131086,0.183786505538771,7944,40,1,1.34441087613293,1.59940733168433,1.26467676964682,1,1,39,0,12.5891246025901,263.64262583139,0.176111817026684,0.00864040660736976,0.0391385767790262,7870,3,1,1.00940279542567,0.0108391605004448,0.104111289015384,1,1,2,0,12.1141307269346,163.454580383612
tech-as-caida2007.clean,/home/pseely/research/datasets/undirected/technological/tech-as-caida2007/tech-as-caida2007.clean.txt,ep_data.pkl,lep_data.pkl,0.421346187591553,0.0797426700592041,0.0893690586090088,2890.65097641945,0.331986665725708,2891.57827925682,20035.3242607117,4.03255901794145,26475,53381,False,0.000152321485908493,1,0.5961850802644,0.193253848475702,13252,351,1,1.99781165107154,61.194305503915,7.82267892118263,1,1,350,0,26.9036974776844,922.568593663727,0.190259789441794,0.0037112777399076,0.00898961284230406,13203,2,1,1.00371127773991,0.00369750415744486,0.0608071061426612,1,1,1,0,16.3233790832189,264.452704694467
tech-WHOIS.clean,/home/pseely/research/datasets/undirected/technological/tech-WHOIS/tech-WHOIS.clean.txt,ep_data.pkl,lep_data.pkl,0.196429252624512,0.0515644550323486,0.070955753326416,318.67787694931,0.0665478706359863,319.016412734985,483.816587924957,15.2335473515249,7476,56943,False,0.00203793275605684,1,0.210272873194222,0.0708215297450425,6354,59,1,1.17658168083097,1.5136725455001,1.23031400280583,1,1,58,0,23.7976703270528,901.317517638948,0.0703826169107227,0.000472366556447804,0.00160513643659711,6351,2,1,1.00047236655645,0.000472143426284153,0.021728861596599,1,1,1,0,45.9782608695652,2112.00047258979
musae_DE_edges.clean,/home/pseely/research/datasets/undirected/social/twitch/DE/musae_DE_edges.clean.csv,ep_data.pkl,lep_data.pkl,0.357161283493042,0.0715844631195068,0.263782024383545,1156.92877340317,0.00695109367370606,1157.82828593254,1180.34398794174,32.2463676563487,9498,153138,False,0.00339542673016202,1,0.0155822278374395,0.00372935535428876,9385,35,1,1.01204049014385,0.240984488504395,0.490901709616492,1,1,34,0,65.0085719740495,4367.3659352056,0.00372935535428876,0,0,9385,1,1,1,0,0,1,1,0,0,nan,nan
soc-epinions.clean,/home/pseely/research/datasets/undirected/social/soc-epinions/soc-epinions.clean.txt,ep_data.pkl,lep_data.pkl,0.598780870437622,0.12223219871521,0.221841812133789,13977.9598178864,0.35292649269104,13979.2882568836,26177.9204213619,7.53121709041673,26588,100120,False,0.000283266900756638,1,0.313073567022717,0.124238791656677,20855,66,1,1.27489810596979,2.29647610445817,1.51541284950939,1,1,65,0,21.2669878549149,686.243878391977,0.119340373209894,0.00540045325232653,0.0230555137656085,20739,3,1,1.00559332658277,0.00594778794138575,0.0771219031234691,1,1,2,0,14.4986250343992,227.201220152518
